EmployeeNumber,Age,Gender,Education,EducationField,MaritalStatus,JobRole,JobLevel,Department,MonthlyIncome,PercentSalaryHike,JobInvolvement,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,PerformanceRating,StandardHours,OverTime,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TrainingTimesLastYear,YearsSinceLastPromotion,DistanceFromHome,WorkLifeBalance,BusinessTravel,Churn
226,50,Female,3,Life Sciences,Single,Manager,5,Research & Development,19926,15,3,2,3,2,3,80,No,3,21,5,5,4,11,4,3,4,Travel_Rarely,No
227,41,Male,3,Life Sciences,Divorced,Research Scientist,1,Research & Development,2451,12,3,3,1,1,3,80,No,4,13,9,2,8,14,1,3,8,Travel_Rarely,No
228,30,Female,3,Life Sciences,Married,Sales Executive,3,Sales,9419,12,3,4,2,3,3,80,No,2,12,10,2,4,5,7,3,9,Travel_Rarely,No
230,38,Female,4,Life Sciences,Single,Sales Executive,2,Sales,8686,22,2,4,1,3,4,80,No,4,12,8,2,7,1,0,4,3,Travel_Rarely,No
231,32,Male,5,Life Sciences,Single,Research Scientist,1,Research & Development,3038,20,3,3,3,1,4,80,No,3,8,5,2,4,6,1,3,4,Travel_Rarely,No
233,27,Male,3,Technical Degree,Married,Research Scientist,1,Research & Development,3058,16,3,2,3,4,3,80,Yes,0,6,5,3,1,17,1,2,2,Travel_Rarely,No
235,19,Female,1,Technical Degree,Single,Sales Representative,1,Sales,2325,21,1,1,3,1,4,80,No,0,1,0,5,0,1,0,4,0,Travel_Frequently,Yes
238,36,Male,2,Medical,Single,Laboratory Technician,1,Research & Development,2088,12,3,2,4,3,3,80,No,4,13,8,3,2,3,7,2,7,Travel_Frequently,No
239,30,Male,3,Medical,Divorced,Laboratory Technician,2,Research & Development,3072,11,3,1,3,3,3,80,No,1,12,12,4,10,9,6,3,9,Non-Travel,No
240,45,Female,2,Life Sciences,Divorced,Sales Executive,2,Sales,5006,11,3,1,3,1,3,80,Yes,4,9,5,3,3,4,0,4,4,Travel_Rarely,No
241,56,Female,3,Life Sciences,Divorced,Research Scientist,1,Research & Development,4257,18,3,1,3,3,3,80,Yes,4,19,2,3,2,8,2,3,2,Travel_Rarely,No
242,33,Male,3,Life Sciences,Single,Research Scientist,1,Research & Development,2500,14,3,4,3,1,3,80,No,0,4,3,2,2,2,0,4,1,Travel_Rarely,No
243,19,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,1102,22,2,4,2,3,4,80,No,1,1,1,3,0,2,1,2,0,Travel_Rarely,Yes
244,46,Female,2,Marketing,Divorced,Sales Executive,3,Sales,10453,25,3,1,2,3,4,80,No,1,24,24,2,7,1,15,3,13,Travel_Rarely,No
245,38,Female,2,Life Sciences,Single,Laboratory Technician,1,Research & Development,2288,12,3,4,3,3,3,80,No,1,2,2,3,1,9,2,3,2,Travel_Rarely,No
246,31,Female,1,Medical,Married,Research Scientist,1,Research & Development,3929,23,3,4,3,3,4,80,Yes,8,7,4,0,2,12,0,3,2,Travel_Rarely,No
247,34,Female,2,Medical,Single,Research Scientist,1,Research & Development,2311,15,3,2,4,4,3,80,No,2,9,3,3,2,27,1,3,2,Travel_Rarely,No
248,41,Female,2,Marketing,Single,Sales Representative,1,Sales,3140,22,3,2,2,4,4,80,Yes,1,4,4,5,2,20,0,2,3,Travel_Rarely,Yes
249,50,Male,3,Medical,Married,Laboratory Technician,1,Research & Development,3690,15,2,3,3,4,3,80,No,2,5,3,2,2,1,0,2,2,Travel_Rarely,No
250,53,Female,2,Medical,Divorced,Manufacturing Director,2,Research & Development,4450,11,4,1,4,3,3,80,No,1,5,4,3,3,13,1,3,2,Travel_Rarely,No
252,33,Female,3,Medical,Married,Research Scientist,1,Research & Development,2756,13,3,2,4,4,3,80,No,1,8,8,5,6,14,1,3,7,Travel_Rarely,No
253,40,Female,1,Medical,Married,Manager,5,Research & Development,19033,14,3,3,4,2,3,80,No,1,21,20,2,9,4,9,3,8,Travel_Rarely,No
254,55,Male,4,Medical,Single,Research Director,5,Research & Development,18722,11,4,2,3,4,3,80,No,8,36,24,3,15,14,2,3,15,Travel_Rarely,No
256,34,Male,1,Life Sciences,Married,Manufacturing Director,2,Research & Development,9547,17,2,3,4,3,3,80,No,1,10,10,2,9,2,1,2,9,Travel_Frequently,No
258,51,Female,3,Medical,Single,Healthcare Representative,4,Research & Development,13734,18,3,2,4,3,3,80,No,3,21,7,6,0,3,1,3,7,Travel_Rarely,No
259,52,Male,4,Life Sciences,Married,Manager,5,Research & Development,19999,14,2,3,3,1,3,80,No,0,34,33,5,9,1,11,3,18,Travel_Rarely,No
260,27,Female,3,Medical,Single,Research Scientist,1,Research & Development,2279,16,3,2,4,4,3,80,No,1,7,7,2,3,9,0,2,7,Travel_Rarely,No
261,35,Male,2,Life Sciences,Married,Manufacturing Director,2,Research & Development,5916,13,2,3,2,1,3,80,Yes,3,8,1,1,1,23,0,3,0,Travel_Rarely,Yes
262,43,Male,3,Medical,Divorced,Research Scientist,1,Research & Development,2089,14,4,4,4,4,3,80,No,4,7,5,3,2,7,2,4,4,Non-Travel,No
264,45,Male,2,Medical,Married,Manager,4,Research & Development,16792,23,2,4,1,4,4,80,No,9,22,20,1,8,2,11,3,8,Non-Travel,No
267,37,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,3564,12,4,1,2,1,3,80,Yes,1,8,8,3,7,21,1,2,7,Travel_Rarely,No
269,35,Female,3,Medical,Single,Laboratory Technician,2,Research & Development,4425,11,3,2,2,4,3,80,No,5,10,6,5,2,2,1,3,2,Travel_Frequently,No
270,42,Female,2,Medical,Divorced,Manufacturing Director,2,Research & Development,5265,16,3,3,3,2,3,80,No,2,11,5,5,2,21,0,3,3,Non-Travel,No
271,38,Male,4,Life Sciences,Married,Manufacturing Director,2,Research & Development,6553,14,3,3,4,2,3,80,No,9,14,1,3,0,2,0,3,0,Travel_Rarely,No
273,38,Male,3,Technical Degree,Married,Manufacturing Director,2,Research & Development,6261,18,3,4,4,1,3,80,No,3,9,7,3,7,29,1,1,7,Travel_Rarely,No
274,27,Male,1,Technical Degree,Married,Manufacturing Director,2,Research & Development,4298,19,2,1,3,3,3,80,No,5,6,2,1,0,1,2,3,2,Travel_Frequently,No
275,49,Male,4,Life Sciences,Divorced,Manufacturing Director,2,Research & Development,6804,15,3,4,4,1,3,80,Yes,1,7,7,0,7,18,1,3,7,Non-Travel,No
277,34,Male,4,Medical,Divorced,Research Scientist,1,Research & Development,3815,17,3,3,4,4,3,80,Yes,1,5,5,4,0,10,2,4,3,Travel_Frequently,No
281,40,Male,2,Medical,Married,Laboratory Technician,2,Research & Development,2741,15,3,4,3,3,3,80,Yes,8,15,7,2,7,19,3,4,2,Travel_Rarely,No
282,38,Male,1,Medical,Married,Healthcare Representative,2,Research & Development,6673,19,3,1,2,2,3,80,Yes,7,17,1,2,0,29,0,3,0,Travel_Rarely,Yes
283,29,Female,3,Marketing,Married,Sales Executive,3,Sales,7639,22,3,4,2,4,4,80,No,1,10,10,3,9,27,1,2,4,Travel_Rarely,Yes
284,22,Male,3,Life Sciences,Divorced,Research Scientist,1,Research & Development,2328,16,4,2,4,1,3,80,Yes,1,4,4,2,2,5,2,2,2,Travel_Rarely,No
286,36,Female,1,Medical,Single,Laboratory Technician,1,Research & Development,2153,13,3,4,2,1,3,80,No,1,8,8,2,7,18,1,3,1,Travel_Frequently,No
287,40,Male,5,Life Sciences,Married,Healthcare Representative,2,Research & Development,4876,14,2,4,4,4,3,80,No,9,5,3,5,2,9,0,1,2,Non-Travel,No
288,46,Male,4,Medical,Divorced,Healthcare Representative,3,Research & Development,9396,16,3,1,4,3,3,80,No,7,17,4,3,3,1,0,3,2,Travel_Rarely,No
291,32,Male,4,Medical,Married,Sales Executive,3,Sales,10400,11,1,4,4,3,3,80,No,1,14,14,2,8,4,9,2,8,Travel_Rarely,Yes
292,30,Male,1,Life Sciences,Single,Manufacturing Director,3,Research & Development,8474,22,2,3,3,3,4,80,No,1,12,11,2,8,1,5,3,8,Non-Travel,No
293,27,Female,3,Life Sciences,Single,Sales Executive,2,Sales,9981,14,3,3,4,4,3,80,No,1,7,7,2,7,20,0,3,7,Travel_Frequently,No
296,51,Male,4,Life Sciences,Married,Research Director,3,Research & Development,12490,16,2,2,2,4,3,80,No,5,16,10,5,7,8,4,1,9,Travel_Rarely,No
297,30,Female,3,Technical Degree,Single,Research Scientist,1,Research & Development,2657,11,3,1,4,3,3,80,Yes,5,8,5,5,4,3,0,3,2,Travel_Rarely,Yes
298,41,Female,3,Life Sciences,Single,Manager,3,Sales,13591,18,3,4,4,3,3,80,Yes,3,16,1,3,0,6,0,3,0,Travel_Rarely,No
299,30,Female,4,Marketing,Single,Sales Executive,2,Sales,6696,15,2,1,3,3,3,80,No,5,9,6,5,1,26,0,2,3,Travel_Frequently,Yes
300,29,Male,3,Technical Degree,Single,Research Scientist,1,Research & Development,2058,14,3,3,3,4,3,80,No,0,7,6,1,5,1,1,2,2,Travel_Rarely,Yes
302,45,Female,3,Medical,Single,Sales Executive,3,Sales,8865,12,2,4,4,4,3,80,No,6,23,19,2,8,6,12,3,7,Non-Travel,No
303,54,Female,3,Marketing,Married,Sales Executive,2,Sales,5940,14,3,1,4,4,3,80,No,2,16,6,4,5,3,0,3,2,Travel_Rarely,No
304,36,Male,2,Life Sciences,Single,Laboratory Technician,2,Research & Development,5914,16,3,2,4,4,3,80,No,8,16,13,3,7,5,3,4,11,Travel_Rarely,No
305,33,Female,4,Medical,Married,Research Scientist,1,Research & Development,2622,21,2,2,3,4,4,80,No,6,7,3,3,1,4,1,3,2,Travel_Rarely,No
306,37,Male,3,Other,Divorced,Research Director,3,Research & Development,12185,14,3,4,2,3,3,80,Yes,1,10,10,1,7,11,0,3,8,Travel_Frequently,No
307,38,Male,3,Life Sciences,Divorced,Sales Executive,3,Sales,10609,12,3,3,1,3,3,80,No,0,17,16,6,13,3,5,2,10,Travel_Rarely,No
308,31,Male,4,Medical,Married,Manufacturing Director,2,Research & Development,4345,12,1,3,3,4,3,80,No,0,6,5,2,4,1,1,3,4,Non-Travel,No
309,59,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2177,17,2,4,3,1,3,80,No,3,7,1,6,0,3,0,3,0,Travel_Rarely,No
311,37,Male,4,Marketing,Divorced,Sales Representative,1,Sales,2793,17,3,4,1,3,3,80,No,4,13,9,2,8,4,5,3,8,Travel_Frequently,No
312,29,Female,1,Medical,Married,Sales Executive,3,Sales,7918,14,3,4,2,4,3,80,No,1,11,11,5,1,1,4,3,10,Travel_Frequently,No
314,35,Female,3,Marketing,Single,Sales Executive,3,Sales,8789,14,3,3,3,1,3,80,No,1,10,10,3,8,1,0,4,7,Travel_Frequently,No
315,29,Male,1,Medical,Single,Research Scientist,1,Research & Development,2389,13,2,4,3,3,3,80,Yes,1,4,4,3,1,18,0,2,3,Travel_Rarely,Yes
316,52,Female,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,3212,15,2,4,3,2,3,80,No,7,6,2,3,2,2,2,2,2,Travel_Rarely,No
319,42,Male,2,Technical Degree,Married,Manager,5,Research & Development,19232,11,3,4,3,4,3,80,No,1,22,22,3,15,4,11,3,17,Travel_Rarely,No
321,59,Male,2,Medical,Married,Human Resources,1,Human Resources,2267,17,3,3,2,4,3,80,No,8,7,2,2,2,6,2,2,2,Travel_Rarely,No
323,50,Female,4,Medical,Divorced,Manager,5,Sales,19517,11,3,4,4,3,3,80,No,3,32,7,3,6,1,0,2,0,Travel_Rarely,No
325,33,Male,3,Medical,Married,Laboratory Technician,1,Research & Development,2436,13,3,4,3,3,3,80,Yes,5,8,5,2,4,14,0,1,4,Travel_Rarely,Yes
327,43,Female,3,Marketing,Married,Manager,4,Sales,16064,22,3,4,4,3,4,80,Yes,5,22,17,3,9,16,1,3,13,Travel_Rarely,No
328,33,Female,2,Life Sciences,Married,Laboratory Technician,1,Research & Development,2707,20,3,1,1,1,4,80,No,7,13,9,3,7,2,1,4,7,Travel_Rarely,Yes
329,52,Male,4,Life Sciences,Single,Manager,5,Sales,19068,18,2,3,1,4,3,80,Yes,1,33,33,2,12,2,15,4,7,Non-Travel,No
330,32,Female,2,Life Sciences,Married,Sales Representative,1,Sales,3931,11,3,2,3,1,3,80,No,2,6,4,5,2,4,1,3,3,Travel_Rarely,No
331,32,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,3730,14,2,3,4,4,3,80,Yes,0,4,3,2,2,1,1,1,2,Travel_Rarely,Yes
332,39,Female,4,Medical,Divorced,Laboratory Technician,1,Research & Development,2232,14,3,3,3,3,3,80,No,7,7,3,1,2,1,1,3,2,Travel_Rarely,No
333,32,Male,4,Marketing,Married,Sales Executive,2,Sales,4465,18,3,4,3,1,3,80,No,0,4,3,2,2,26,2,3,2,Non-Travel,No
334,41,Male,2,Life Sciences,Divorced,Research Scientist,2,Research & Development,3072,16,3,1,3,1,3,80,No,2,17,1,2,0,19,0,2,0,Travel_Rarely,No
335,40,Male,2,Technical Degree,Divorced,Research Scientist,2,Research & Development,3319,17,3,4,1,1,3,80,No,1,9,9,3,7,24,4,3,8,Travel_Rarely,No
336,45,Male,3,Other,Married,Manager,5,Research & Development,19202,11,4,4,3,3,3,80,No,0,25,24,2,7,1,1,3,0,Travel_Rarely,No
337,31,Male,4,Medical,Divorced,Research Director,3,Research & Development,13675,12,3,3,2,1,3,80,No,9,9,2,3,2,3,2,3,2,Travel_Frequently,No
338,33,Female,4,Life Sciences,Married,Research Scientist,1,Research & Development,2911,13,2,4,3,3,3,80,No,1,2,2,2,2,5,0,2,2,Travel_Rarely,No
339,34,Male,4,Life Sciences,Married,Manufacturing Director,2,Research & Development,5957,13,2,1,4,2,3,80,No,6,13,11,3,9,2,5,3,9,Travel_Rarely,No
340,37,Female,2,Medical,Married,Research Scientist,1,Research & Development,3920,14,2,1,3,1,3,80,No,2,17,3,2,2,1,0,2,1,Travel_Rarely,No
341,45,Male,4,Life Sciences,Married,Manufacturing Director,2,Research & Development,6434,17,4,3,1,4,3,80,No,4,9,3,1,2,7,0,3,2,Travel_Frequently,No
342,37,Male,3,Medical,Divorced,Manufacturing Director,3,Research & Development,10048,11,3,3,1,2,3,80,No,6,17,1,5,0,10,0,3,0,Travel_Frequently,Yes
343,39,Female,4,Technical Degree,Single,Healthcare Representative,3,Research & Development,10938,25,3,3,3,4,4,80,No,0,20,19,1,8,2,11,3,6,Travel_Frequently,No
346,29,Male,3,Life Sciences,Single,Research Scientist,1,Research & Development,2340,19,3,4,3,1,3,80,No,1,6,6,1,5,15,1,3,5,Travel_Rarely,No
347,42,Female,2,Life Sciences,Single,Research Scientist,2,Research & Development,6545,13,4,1,4,3,3,80,Yes,3,10,3,1,2,17,0,3,2,Travel_Rarely,No
349,29,Male,2,Marketing,Divorced,Sales Executive,2,Sales,6931,14,3,4,4,4,3,80,No,2,10,3,2,2,20,0,3,2,Travel_Rarely,No
350,25,Female,3,Life Sciences,Married,Manufacturing Director,2,Research & Development,4898,12,3,3,1,4,3,80,No,0,5,4,3,2,1,1,3,2,Travel_Rarely,No
351,42,Female,3,Medical,Divorced,Laboratory Technician,1,Research & Development,2593,11,2,1,4,3,3,80,Yes,0,10,9,4,8,2,7,3,6,Travel_Rarely,No
352,40,Male,2,Medical,Divorced,Research Director,5,Research & Development,19436,19,3,3,1,4,3,80,No,0,22,21,5,9,2,3,3,7,Travel_Rarely,No
353,51,Male,3,Life Sciences,Married,Research Scientist,1,Research & Development,2723,11,3,4,3,2,3,80,No,1,1,1,0,0,1,0,2,0,Travel_Rarely,No
355,31,Male,2,Medical,Single,Laboratory Technician,1,Research & Development,3479,11,2,2,3,2,3,80,No,0,6,5,2,4,29,1,4,4,Travel_Frequently,Yes
359,32,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,2794,20,4,2,2,3,4,80,No,1,5,5,3,3,7,0,1,1,Travel_Frequently,No
361,38,Male,2,Life Sciences,Married,Sales Executive,2,Sales,5249,18,2,4,4,4,3,80,No,3,13,8,0,5,2,7,3,7,Non-Travel,No
362,32,Male,1,Technical Degree,Single,Laboratory Technician,2,Research & Development,2176,13,2,1,4,4,3,80,No,4,9,6,5,4,2,0,3,2,Travel_Rarely,No
363,46,Female,3,Technical Degree,Married,Manager,4,Sales,16872,12,1,2,3,2,3,80,Yes,3,28,7,2,7,2,7,2,7,Travel_Rarely,No
364,28,Male,4,Life Sciences,Single,Laboratory Technician,1,Research & Development,3485,11,3,3,1,3,3,80,No,2,5,0,5,0,2,0,1,0,Travel_Rarely,Yes
366,29,Male,3,Medical,Married,Sales Executive,2,Sales,6644,19,2,2,1,2,3,80,No,2,10,0,2,0,2,0,3,0,Travel_Rarely,No
367,31,Male,3,Medical,Married,Healthcare Representative,2,Research & Development,5582,21,2,4,2,2,4,80,No,0,10,9,2,8,23,7,3,0,Travel_Rarely,No
369,25,Male,2,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,4000,12,4,1,2,4,3,80,No,1,6,6,2,5,5,1,3,3,Non-Travel,No
372,45,Male,2,Medical,Married,Healthcare Representative,4,Research & Development,13496,14,3,4,3,2,3,80,Yes,0,21,20,2,10,20,4,3,7,Travel_Rarely,No
373,36,Male,3,Life Sciences,Married,Laboratory Technician,1,Research & Development,3210,11,3,4,4,3,3,80,No,0,16,15,4,11,6,10,3,13,Travel_Rarely,No
374,55,Male,3,Medical,Single,Manager,5,Research & Development,19045,14,3,1,4,3,3,80,Yes,0,37,36,2,13,1,4,3,10,Travel_Rarely,No
376,47,Male,4,Life Sciences,Married,Manager,3,Research & Development,11849,12,3,2,1,4,3,80,Yes,1,10,10,2,9,29,9,2,7,Non-Travel,Yes
377,28,Male,3,Medical,Married,Research Scientist,1,Research & Development,2070,23,3,4,4,4,4,80,No,1,5,5,3,4,9,0,2,2,Travel_Rarely,No
378,37,Male,4,Medical,Married,Sales Executive,2,Sales,6502,14,3,4,3,2,3,80,No,4,7,5,5,1,6,0,4,4,Travel_Rarely,No
379,21,Male,2,Medical,Single,Research Scientist,1,Research & Development,3230,17,2,3,4,1,3,80,No,1,3,3,4,0,3,1,4,2,Travel_Rarely,No
380,37,Female,4,Medical,Divorced,Research Director,3,Research & Development,13603,18,3,4,1,1,3,80,Yes,2,15,5,2,2,1,0,3,2,Non-Travel,No
381,35,Female,3,Life Sciences,Divorced,Manager,3,Research & Development,11996,18,4,2,2,2,3,80,No,7,10,7,6,2,22,6,2,7,Travel_Rarely,No
382,38,Female,2,Medical,Divorced,Sales Executive,2,Sales,5605,24,4,1,1,3,4,80,Yes,1,8,8,3,7,7,7,3,0,Travel_Rarely,No
384,26,Female,3,Life Sciences,Divorced,Manufacturing Director,2,Research & Development,6397,20,3,2,3,1,4,80,No,1,6,6,6,4,1,1,1,5,Travel_Frequently,No
385,50,Male,1,Life Sciences,Divorced,Research Director,5,Research & Development,19144,14,3,2,1,1,3,80,No,3,28,10,4,6,4,1,2,4,Travel_Rarely,No
386,53,Male,4,Medical,Married,Research Director,4,Research & Development,17584,16,3,3,3,4,3,80,Yes,3,21,5,5,3,3,1,2,3,Travel_Rarely,No
387,42,Male,1,Life Sciences,Married,Sales Executive,2,Sales,4907,25,3,3,2,3,4,80,No,1,20,20,3,6,1,11,3,16,Travel_Rarely,No
388,29,Male,2,Life Sciences,Single,Sales Executive,2,Sales,4554,18,3,4,2,1,3,80,No,1,10,10,3,9,2,0,2,7,Travel_Frequently,No
389,55,Male,2,Technical Degree,Married,Laboratory Technician,2,Research & Development,5415,19,3,4,2,4,3,80,Yes,3,12,10,4,8,20,0,3,7,Travel_Rarely,No
390,26,Male,2,Medical,Married,Healthcare Representative,2,Research & Development,4741,13,3,1,1,3,3,80,Yes,1,5,5,3,3,11,3,3,3,Travel_Frequently,No
391,37,Female,3,Life Sciences,Single,Research Scientist,1,Research & Development,2115,12,3,4,4,2,3,80,No,1,17,17,3,7,1,5,3,12,Travel_Rarely,No
392,44,Male,3,Life Sciences,Divorced,Laboratory Technician,1,Research & Development,3161,22,3,3,4,4,4,80,Yes,3,19,1,0,0,24,0,1,0,Travel_Frequently,Yes
393,38,Male,4,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,5745,14,3,4,4,2,3,80,No,9,10,2,2,2,23,1,3,2,Travel_Rarely,No
394,26,Male,4,Medical,Divorced,Laboratory Technician,1,Research & Development,2373,13,3,2,1,4,3,80,Yes,2,5,3,2,2,16,0,3,2,Travel_Rarely,Yes
395,28,Female,2,Life Sciences,Single,Research Scientist,1,Research & Development,3310,21,3,4,4,4,4,80,No,1,5,5,3,2,8,0,3,3,Travel_Rarely,No
396,49,Female,4,Life Sciences,Single,Research Director,5,Research & Development,18665,11,3,1,3,4,3,80,Yes,9,22,3,4,2,10,1,3,2,Travel_Frequently,No
397,36,Male,3,Technical Degree,Single,Research Scientist,2,Research & Development,4485,12,3,2,3,4,3,80,No,4,10,8,2,7,3,7,3,0,Travel_Rarely,No
399,31,Female,3,Marketing,Divorced,Sales Representative,1,Sales,2789,11,3,2,4,3,3,80,No,1,2,2,5,2,5,2,2,2,Travel_Frequently,No
401,26,Male,4,Marketing,Single,Sales Executive,2,Sales,5828,12,2,4,4,2,3,80,Yes,1,8,8,0,4,4,7,3,7,Travel_Rarely,Yes
403,37,Male,3,Medical,Married,Research Scientist,1,Research & Development,2326,12,3,4,2,3,3,80,Yes,1,4,4,3,2,9,1,2,2,Travel_Frequently,No
404,42,Female,3,Marketing,Married,Sales Executive,4,Sales,13525,14,3,2,3,4,3,80,No,5,23,20,2,8,26,4,4,4,Travel_Frequently,No
405,18,Male,3,Life Sciences,Single,Laboratory Technician,1,Research & Development,1420,13,3,3,3,3,3,80,No,1,0,0,2,0,3,0,3,0,Travel_Rarely,Yes
406,35,Male,3,Marketing,Married,Sales Executive,3,Sales,8020,15,3,2,3,3,3,80,No,0,12,11,3,9,16,6,2,9,Travel_Rarely,No
407,36,Male,4,Life Sciences,Married,Laboratory Technician,1,Research & Development,3688,18,4,4,3,4,3,80,No,4,4,1,2,0,18,0,3,0,Travel_Frequently,No
408,51,Male,3,Medical,Divorced,Manufacturing Director,2,Research & Development,5482,18,1,2,4,4,3,80,No,5,13,4,3,2,2,1,3,1,Travel_Rarely,No
410,41,Male,4,Life Sciences,Single,Manager,4,Sales,16015,19,3,2,4,2,3,80,No,1,22,22,2,4,2,0,3,10,Travel_Rarely,No
411,18,Female,3,Medical,Single,Sales Representative,1,Sales,1200,12,2,3,4,1,3,80,No,1,0,0,2,0,10,0,3,0,Travel_Rarely,No
412,28,Male,2,Medical,Single,Healthcare Representative,2,Research & Development,5661,19,4,1,2,3,3,80,No,0,9,8,2,7,16,0,3,3,Travel_Rarely,No
416,31,Male,3,Technical Degree,Married,Sales Executive,2,Sales,6929,11,4,4,2,2,3,80,No,4,10,8,3,7,7,7,2,7,Travel_Rarely,No
417,39,Male,3,Medical,Divorced,Healthcare Representative,3,Research & Development,9613,17,4,4,3,1,3,80,No,0,19,18,5,7,1,3,2,10,Travel_Rarely,No
419,36,Female,4,Life Sciences,Married,Laboratory Technician,2,Research & Development,5674,15,3,2,2,3,3,80,No,7,11,9,3,8,24,0,3,8,Non-Travel,No
420,32,Male,3,Life Sciences,Married,Sales Executive,2,Sales,5484,14,2,3,4,3,3,80,No,1,13,13,3,8,7,4,2,8,Travel_Rarely,No
421,38,Female,2,Life Sciences,Married,Research Director,3,Research & Development,12061,17,2,2,1,3,3,80,No,3,19,10,2,1,25,0,3,8,Travel_Rarely,No
422,58,Male,4,Life Sciences,Divorced,Healthcare Representative,2,Research & Development,5660,13,1,3,4,4,3,80,Yes,2,12,5,2,2,1,1,3,3,Non-Travel,No
423,31,Male,4,Technical Degree,Married,Research Scientist,1,Research & Development,4821,12,3,4,3,3,3,80,Yes,0,6,5,4,3,5,0,3,2,Travel_Rarely,No
424,31,Male,3,Human Resources,Married,Human Resources,2,Human Resources,6410,12,2,1,1,4,3,80,No,3,9,2,1,0,2,1,3,2,Travel_Rarely,No
425,45,Male,3,Life Sciences,Divorced,Laboratory Technician,3,Research & Development,5210,18,3,1,1,1,3,80,No,1,24,24,2,11,7,9,3,9,Travel_Frequently,No
426,31,Male,4,Life Sciences,Divorced,Research Scientist,1,Research & Development,2695,18,3,4,3,2,3,80,Yes,0,3,2,2,2,2,2,1,2,Travel_Rarely,No
428,33,Female,4,Life Sciences,Married,Manager,3,Research & Development,11878,11,3,2,4,2,3,80,No,6,12,10,2,8,5,8,3,6,Travel_Frequently,No
429,39,Male,1,Medical,Married,Manager,4,Research & Development,17068,14,3,1,3,4,3,80,Yes,1,21,21,3,10,10,11,3,9,Travel_Rarely,No
430,43,Female,4,Life Sciences,Single,Laboratory Technician,1,Research & Development,2455,19,3,4,3,1,3,80,No,0,9,8,5,7,10,1,3,7,Travel_Frequently,No
431,49,Female,2,Technical Degree,Single,Healthcare Representative,4,Research & Development,13964,12,2,3,3,4,3,80,Yes,7,25,7,2,7,1,0,3,1,Travel_Rarely,No
433,52,Male,4,Medical,Married,Research Scientist,2,Research & Development,4941,15,2,2,3,1,3,80,No,2,11,8,3,7,8,7,2,2,Travel_Rarely,Yes
434,27,Female,3,Life Sciences,Single,Research Scientist,1,Research & Development,2478,12,3,2,3,2,3,80,Yes,1,4,4,2,2,5,1,2,3,Travel_Rarely,No
436,32,Female,2,Technical Degree,Married,Sales Executive,2,Sales,5228,11,2,2,3,4,3,80,Yes,1,13,13,2,9,8,11,3,12,Travel_Rarely,No
437,27,Male,3,Life Sciences,Single,Sales Executive,2,Sales,4478,11,3,3,4,1,3,80,Yes,1,5,5,3,4,2,0,3,4,Travel_Rarely,No
438,31,Male,3,Marketing,Divorced,Sales Executive,2,Sales,7547,12,3,4,4,4,3,80,No,4,13,7,3,7,7,1,3,7,Travel_Rarely,No
439,32,Female,4,Medical,Single,Research Scientist,2,Research & Development,5055,16,4,4,1,3,3,80,No,7,10,7,0,7,2,0,2,7,Travel_Rarely,No
440,28,Male,4,Medical,Married,Research Scientist,1,Research & Development,3464,13,1,4,1,4,3,80,Yes,5,5,3,4,2,2,2,2,2,Travel_Rarely,Yes
441,30,Female,2,Medical,Married,Research Scientist,2,Research & Development,5775,13,3,4,4,4,3,80,No,1,11,10,2,9,28,1,3,8,Travel_Rarely,No
442,31,Female,2,Life Sciences,Married,Manufacturing Director,3,Research & Development,8943,24,2,3,3,1,4,80,No,1,10,10,2,9,7,8,3,9,Travel_Frequently,No
444,39,Male,2,Medical,Married,Manager,5,Research & Development,19272,15,2,4,3,1,3,80,No,1,21,21,2,3,7,13,3,9,Travel_Frequently,No
445,39,Female,2,Medical,Married,Sales Executive,2,Sales,5238,18,3,3,4,1,3,80,Yes,4,12,1,3,0,3,0,2,0,Travel_Rarely,Yes
446,33,Male,3,Marketing,Single,Sales Executive,2,Sales,4682,14,2,4,2,3,3,80,No,3,9,7,6,1,10,0,2,7,Travel_Frequently,No
447,47,Male,5,Life Sciences,Married,Research Director,5,Research & Development,18300,11,3,3,4,2,3,80,No,4,21,3,2,1,5,1,3,2,Travel_Rarely,No
448,43,Female,4,Life Sciences,Divorced,Laboratory Technician,2,Research & Development,5257,11,2,3,3,2,3,80,No,1,9,9,3,0,10,0,4,7,Travel_Frequently,No
